#ortholog	function	species_a	species_b
ENOG410V6P4	alkB, alkylation repair homolog 7 (E. coli)	ENSP00000245812	GB19852-PA
ENOG410V6P9	non-SMC element 1 homolog (S. cerevisiae)	ENSP00000355077	GB13622-PA
ENOG410VBK4	Peptidyl-tRNA hydrolase 2	ENSP00000376758	GB11296-PA
ENOG410VBK0	TBC1 domain family member	ENSP00000293970	GB12914-PA
ENOG410VBKW	cell division cycle 7 homolog (S. cerevisiae)	ENSP00000234626	GB13211-PA
ENOG410VBKR	ADP-ribosylation factor-like 2 binding protein	ENSP00000219204	GB16745-PA
ENOG410VBKY	integrator complex subunit 8	ENSP00000430338	GB13739-PA
ENOG410VBKF	RAN binding protein 2	ENSP00000306637, ENSP00000330842, ENSP00000381214, ENSP00000381253, ENSP00000016946, ENSP00000386810, ENSP00000386588, ENSP00000283195	GB13039-PA, GB30105-PA
ENOG410VBKM	CAS1 domain containing 1	ENSP00000297273	GB15379-PA
ENOG410VBKH	flightless I homolog (Drosophila)	ENSP00000324573	GB17424-PA
ENOG410VBKI	neural precursor cell expressed, developmentally down-regulated	ENSP00000345530, ENSP00000383199	GB16853-PA
ENOG410VBKJ	WD repeat containing planar cell polarity effector	ENSP00000272321	GB14061-PA
ENOG410VBGM	Corticotropin releasing hormone binding protein	ENSP00000274368	GB14094-PA
ENOG410V4SU	tyrosine kinase, non-receptor	ENSP00000371341, ENSP00000312309	GB11426-PA, GB15300-PA
ENOG410VHDZ	Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity)	ENSP00000270142	GB10133-PA
ENOG410VHDT	60S ribosomal protein L27	ENSP00000253788	GB15660-PA
ENOG410V8CQ	ATP GTP binding protein-like 5	ENSP00000353249	GB14858-PA
ENOG410V8CT	kelch-like	ENSP00000343930, ENSP00000209884	GB11323-PA
ENOG410V8CZ	prenyl (decaprenyl) diphosphate synthase, subunit 2	ENSP00000358033	GB13311-PA
ENOG410V8CA	DEAH (Asp-Glu-Ala-His) box polypeptide 33	ENSP00000225296	GB11427-PA
ENOG410V8CF	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	ENSP00000382595	GB14262-PA
ENOG410V8CI	Metastasis associated 1	ENSP00000278823, ENSP00000333633, ENSP00000385045	GB15896-PA
ENOG410WFPX	Family with sequence similarity 160, member	ENSP00000289921, ENSP00000358251	GB10217-PB
ENOG410VF9X	Mitochondrial ribosomal protein S18B	ENSP00000398494, ENSP00000414972, ENSP00000397790, ENSP00000259873, ENSP00000415703, ENSP00000402718, ENSP00000383438	GB13631-PA
ENOG410VG3C	ECSIT homolog (Drosophila)	ENSP00000270517	GB19246-PA
ENOG410V7GY	Catalyzes the addition of fucose in alpha 1-6 linkage to the first GlcNAc residue, next to the peptide chains in N-glycans (By similarity)	ENSP00000353910	GB17862-PA
ENOG410V7GX	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form (By similarity)	ENSP00000202967	GB11699-PA
ENOG410V7GN	Transient receptor potential cation channel subfamily C member	ENSP00000369003, ENSP00000273482, ENSP00000262839, ENSP00000426070, ENSP00000368966, ENSP00000340913	GB16264-PA, GB11954-PA, GB30253-PA, GB15944-PA
ENOG410V7GK	INO80 homolog (S. cerevisiae)	ENSP00000262518, ENSP00000374212, ENSP00000355205	GB15148-PA, GB10524-PB
ENOG410V7GE	Aspartylglucosaminidase	ENSP00000264595	GB20000-PA
ENOG410V7G5	chromosome 4 open reading frame 27	ENSP00000406598	GB17951-PA
ENOG410V7G4	KDEL (Lys-Asp-Glu-Leu) containing	ENSP00000315386, ENSP00000365172	GB10953-PA
ENOG410V7G7	Anaphase promoting complex subunit 1	ENSP00000339109	GB19084-PA
ENOG410V7G2	Taspase, threonine aspartase, 1	ENSP00000338624	GB18510-PA
ENOG410VCTV	ligand dependent nuclear receptor corepressor	ENSP00000348298	GB17328-PA
ENOG410VCTW	ferredoxin 1-like	ENSP00000377311, ENSP00000441093	GB12939-PA
ENOG410VCTA	THAP domain containing, apoptosis associated protein 2	ENSP00000310796	GB19256-PA
ENOG410VCTI	Cytochrome c oxidase subunit IV isoform 1	ENSP00000253452	GB20012-PA
ENOG410VHQ2	Tctex1 domain containing 2	ENSP00000324323	GB11051-PA
ENOG410VHQT	ATP synthase, H transporting, mitochondrial Fo complex, subunit	ENSP00000377878, ENSP00000284727	GB16842-PA
ENOG410VHQW	SUB1 homolog (S. cerevisiae)	ENSP00000265073	GB19061-PA
ENOG410V6G2	Zinc finger, HIT-type containing 6	ENSP00000359606	GB18104-PA
ENOG410V4HN	Zinc finger, DHHC-type containing	ENSP00000384716, ENSP00000287169	GB11048-PA
ENOG410V6VR	cleavage and polyadenylation specific factor	ENSP00000413493, ENSP00000238112	GB15626-PA, GB11559-PA
ENOG410V6VP	member RAS oncogene family	ENSP00000222256, ENSP00000282878, ENSP00000360718, ENSP00000222120	GB14083-PA
ENOG410V4H9	Neurofibromin 1	ENSP00000351015	GB12613-PA
ENOG410V4H1	zinc finger, MYM-type	ENSP00000349708, ENSP00000372322, ENSP00000322845, ENSP00000322915	GB19476-PA
ENOG410WFGH	PTK7 protein tyrosine kinase 7	ENSP00000230419	GB18159-PA
ENOG410WFGG	receptor tyrosine kinase-like orphan receptor	ENSP00000363571, ENSP00000360120	GB15972-PA
ENOG410V6V8	G- protein-coupled receptor	ENSP00000376384, ENSP00000406367, ENSP00000334952	GB12026-PA
ENOG410V4GA	Lin-7 homolog	ENSP00000221459, ENSP00000278193	GB10631-PA
ENOG410V5VY	FYVE, RhoGEF and PH domain containing	ENSP00000394487, ENSP00000336914, ENSP00000364277	GB16605-PA
ENOG410V5VT	Teneurin transmembrane protein	ENSP00000385276, ENSP00000403954, ENSP00000429430	GB12554-PA
ENOG410V6S0	importin 13	ENSP00000361418	GB11502-PA
ENOG410V9AD	chaperonin containing Tcp1, subunit 8 (theta)	ENSP00000286788	GB13033-PA
ENOG410V9AG	Ephrin-B2	ENSP00000245323	GB11052-PA, GB30186-PA, GB30186-RA_2, GB13202-PA
ENOG410V9AF	Inositol polyphosphate-4-phosphatase, type	ENSP00000074304, ENSP00000262992	GB17737-PA
ENOG410V9AB	N-ethylmaleimide-sensitive factor attachment protein	ENSP00000366225, ENSP00000263354	GB15709-PA
ENOG410V9AM	ribosomal RNA processing 8, methyltransferase, homolog (yeast)	ENSP00000254605	GB18416-PA
ENOG410V9AH	elongation factor Tu GTP binding domain containing 2	ENSP00000392094	GB18826-PA
ENOG410V9AW	vacuolar protein sorting 28 homolog (S. cerevisiae)	ENSP00000366565, ENSP00000456843	GB12925-PA
ENOG410V9AY	Syntaxin 16	ENSP00000360183, ENSP00000457522	GB14922-PA
ENOG410V9AZ	Bmi1 polycomb ring finger oncogene	ENSP00000354033, ENSP00000365851	GB12807-PA
ENOG410V9A4	iron-responsive element binding protein 2	ENSP00000309477, ENSP00000258886	GB16072-PA
ENOG410V9A7	chromosome 6 open reading frame 203	ENSP00000390153	GB14176-PA
ENOG410V9A6	RNA polymerase II, TATA box binding protein (TBP)-associated factor	ENSP00000361998, ENSP00000312709	GB17187-PA
ENOG410V9A0	mitogen-activated protein kinase kinase kinase	ENSP00000345629, ENSP00000351908, ENSP00000382423, ENSP00000350195	GB14238-PA
ENOG410WJ6D	tetratricopeptide repeat domain 39C	ENSP00000323645	GB13848-PA
ENOG410WJ6W	zinc finger, MYND-type containing 8	ENSP00000418210	GB12499-PA
ENOG410V7RQ	Dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	ENSP00000335304	GB13073-PA
ENOG410V7RV	PWP1 homolog (S. cerevisiae)	ENSP00000387365	GB11700-PA
ENOG410V7RB	Tousled-like kinase	ENSP00000275780, ENSP00000411099	GB15719-PA
ENOG410V7RC	member RAS oncogene family	ENSP00000420127, ENSP00000243298	GB13451-PA
ENOG410V7RG	UTP23, small subunit (SSU) processome component, homolog (yeast)	ENSP00000308332	GB15020-PA
ENOG410V7RD	regulating synaptic membrane exocytosis	ENSP00000384892	GB13430-PA
ENOG410V7RK	Drosophila	ENSP00000347931, ENSP00000304192	GB15537-PA
ENOG410V7RH	unc-93 homolog A (C. elegans)	ENSP00000230256	GB18979-PA, GB12202-PA
ENOG410V7RM	Polymerase (DNA directed), theta	ENSP00000264233, ENSP00000295488	GB17855-PA, GB30265-PA, GB12912-PA
ENOG410V7R3	tetratricopeptide repeat domain 19	ENSP00000261647	GB14736-PA
ENOG410V7R5	deformed epidermal autoregulatory factor 1	ENSP00000371846	GB11734-PA
ENOG410VFCI	glycolipid transfer protein domain containing	ENSP00000343890, ENSP00000328070	GB14348-PA
ENOG410VDMX	COBL-like 1	ENSP00000341360	GB14795-PA
ENOG410VDMQ	forkhead box L2	ENSP00000333188	GB10501-PA
ENOG410VDMV	High mobility group	ENSP00000296503, ENSP00000343040	GB13747-PA
ENOG410VA21	Neuro-oncological ventral antigen	ENSP00000438875, ENSP00000263257	GB12107-PA
ENOG410V47R	T-complex-associated-testis-expressed 1	ENSP00000360560	GB16696-PA
ENOG410V47P	proprotein convertase subtilisin kexin type	ENSP00000300954, ENSP00000268171, ENSP00000308024, ENSP00000446280, ENSP00000262545, ENSP00000325917, ENSP00000305056	GB10437-PA, GB15843-PA, GB11271-PA, GB17448-PA
ENOG410V47Q	B-cell linker	ENSP00000224337, ENSP00000461050	GB18002-PA
ENOG410V6TC	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	ENSP00000380336	GB19636-PA
ENOG410V6TU	CDC-like kinase	ENSP00000316948, ENSP00000354856, ENSP00000394734, ENSP00000378505, ENSP00000460443	GB19218-PA
ENOG410V6TS	dystrobrevin	ENSP00000382064, ENSP00000384084	GB16887-PA
ENOG410V6T5	CutC copper transporter homolog (E. coli)	ENSP00000359507	GB10405-PA
ENOG410V6T7	peptidylprolyl isomerase D	ENSP00000303754	GB10578-PA
ENOG410V8UU	doublesex and mab-3 related transcription factor 2	ENSP00000305785	GB12040-PA
ENOG410VF0E	nudix (nucleoside diphosphate linked moiety X)-type motif 8	ENSP00000301490	GB18012-PA
ENOG410V9T2	RAB24, member RAS oncogene family	ENSP00000304376	GB10740-PA
ENOG410V9T3	dicarbonyl L-xylulose reductase	ENSP00000303356	GB18760-PA
ENOG410V9T4	Glutamine phosphoribosylpyrophosphate amidotransferase	ENSP00000264220	GB16566-PA
ENOG410V9TY	WD repeat domain 66	ENSP00000288912	GB20106-PA
ENOG410V9TR	NADH dehydrogenase (Ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)	ENSP00000315774	GB17476-PA
ENOG410V9TQ	ubiquitin-conjugating enzyme E2Q family-like 1	ENSP00000382713	GB10430-PA
ENOG410V9TJ	XPA binding protein 2	ENSP00000351137	GB15804-PA
ENOG410V9TI	developmentally regulated GTP binding protein 1	ENSP00000329715	GB12295-PA
ENOG410V9TB	OAF homolog (Drosophila)	ENSP00000332613	GB18014-PA
ENOG410V9TA	NudC domain containing 1	ENSP00000239690	GB10380-PA
ENOG410V9TF	Ribosomal protein L4	ENSP00000311430	GB15503-PA
ENOG410VEQI	Solute carrier family 25 (Mitochondrial thiamine pyrophosphate carrier), member 19	ENSP00000319574	GB11021-PA
ENOG410VEQB	low density lipoprotein receptor class A domain containing 4	ENSP00000352420	GB10549-PA
ENOG410VEQ5	chromosome 9 open reading frame 78	ENSP00000361524	GB12832-PA
ENOG410VBGG	Tubulin, gamma complex associated protein 3	ENSP00000261965	GB15655-PA
ENOG410V42J	eph receptor	ENSP00000281821, ENSP00000275815, ENSP00000381097, ENSP00000351209, ENSP00000358309, ENSP00000363763, ENSP00000332118, ENSP00000273854, ENSP00000337451	GB12585-PA
ENOG410V42W	DEAD (Asp-Glu-Ala-Asp) box helicase	ENSP00000225792, ENSP00000380033	GB15283-PA, GB16537-PB, GB11852-PA, GB12312-PA
ENOG410V42P	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	ENSP00000360689, ENSP00000311579	GB12086-PA
ENOG410V42S	Glucosidase, alpha	ENSP00000340466, ENSP00000326227	GB11040-PA
ENOG410VATF	Catalyzes the hydroxylation of L-kynurenine (L-Kyn) to form 3-hydroxy-L-kynurenine (L-3OHKyn). Required for synthesis of quinolinic acid	ENSP00000355517	GB13903-PA
ENOG410VATN	Solute carrier family 19	ENSP00000236137, ENSP00000258403, ENSP00000308895	GB16068-PA
ENOG410VATV	tripartite motif containing	ENSP00000298355, ENSP00000355613	GB11116-PA
ENOG410VATW	PPIases accelerate the folding of proteins (By similarity)	ENSP00000419425, ENSP00000225174	GB12544-PA, GB17056-PA
ENOG410VATZ	uhrf1 binding protein	ENSP00000192788, ENSP00000279907	GB17882-PA
ENOG410VAT0	Dystroglycan 1 (Dystrophin-associated glycoprotein 1)	ENSP00000312435	GB14967-PA
ENOG410VAT5	SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)	ENSP00000360310	GB13628-PA
ENOG410VAT9	Rac GTPase activating protein 1	ENSP00000309871	GB18839-PA
ENOG410VJHZ	Membrane-anchoring subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)	ENSP00000456434, ENSP00000364699	GB16129-PB
ENOG410VFNR	Phosphatidic acid phosphatase type 2 domain containing 2	ENSP00000371307	GB12734-PA
ENOG410V5PQ	TBC1 domain family member	ENSP00000384996, ENSP00000386538, ENSP00000310193	GB17762-PA
ENOG410V6S7	3-keto-dihydrosphingosine reductase	ENSP00000385083	GB12189-PA
ENOG410VKN5	cytochrome C oxidase subunit	ENSP00000258424	GB16568-PA
ENOG410VKNW	ER membrane protein complex subunit 6	ENSP00000248378	GB20035-PA
ENOG410V6ST	p21 protein (Cdc42 Rac)-activated kinase	ENSP00000314067, ENSP00000278568, ENSP00000353864	GB13173-PA, GB18379-PA
ENOG410V6SU	serine arginine-rich splicing factor	ENSP00000229390, ENSP00000258962	GB18857-PB
ENOG410V568	Interleukin enhancer binding factor 2, 45kDa	ENSP00000355011	GB13665-PA
ENOG410V565	Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)	ENSP00000263073	GB19528-PA
ENOG410V562	t-complex 11	ENSP00000299045, ENSP00000335595, ENSP00000392879, ENSP00000308708, ENSP00000470682, ENSP00000472446, ENSP00000333711	GB17605-PA
ENOG410V56N	transmembrane protein 63A	ENSP00000259746, ENSP00000355800, ENSP00000298351	GB10316-PA
ENOG410V56H	Deleted in lung and esophageal cancer 1	ENSP00000308597	GB13863-PA
ENOG410V56I	GULP, engulfment adaptor PTB domain containing 1	ENSP00000352047	GB10510-PA
ENOG410V56W	Required for the retention of luminal endoplasmic reticulum proteins. Determines the specificity of the luminal ER protein retention system. Also required for normal vesicular traffic through the Golgi	ENSP00000329471, ENSP00000258739, ENSP00000386918	GB11462-PA
ENOG410V56P	calmodulin regulated spectrin-associated protein	ENSP00000374183	GB11099-PA, GB14132-PA
ENOG410VBNW	Sulfatase	ENSP00000260128, ENSP00000353007, ENSP00000258145	GB17701-PA, GB13647-PA
ENOG410VBN8	tRNA splicing endonuclease 34 homolog (S. cerevisiae)	ENSP00000461071, ENSP00000461864, ENSP00000459387, ENSP00000471788, ENSP00000471989, ENSP00000470386, ENSP00000305524, ENSP00000469569, ENSP00000470761	GB19814-PA
ENOG410VBN3	MOB kinase activator	ENSP00000379364, ENSP00000310189	GB15922-PA
ENOG410VI0E	ADP-ribosylation-like factor 6 interacting protein 4	ENSP00000313422	GB16760-PA
ENOG410VI0Q	Chromosome 20 open reading frame	ENSP00000341213, ENSP00000454021	GB12717-PA
ENOG410VBR1	goosecoid homeobox	ENSP00000238558	GB12726-PA
ENOG410VBR6	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	ENSP00000345270	GB17634-PA
ENOG410VBRK	Malignant T cell amplified sequence 1	ENSP00000360365	GB11758-PA
ENOG410VBRS	tumor suppressing subtransferable candidate 1	ENSP00000371559	GB10154-PA
ENOG410VBRR	Suppressor of Ty 5 homolog (S. cerevisiae)	ENSP00000404029	GB17954-PA
ENOG410VBRQ	Guanylate kinase 1	ENSP00000355689	GB17101-PA
ENOG410VBRW	Nuclear transcription factor Y	ENSP00000240055	GB19404-PA
ENOG410VBRY	myosin phosphatase Rho interacting protein	ENSP00000384312, ENSP00000379156	GB16865-PA
ENOG410V71H	immunoglobulin superfamily DCC subclass member 4	ENSP00000373937, ENSP00000319623	GB19939-PA
ENOG410WGQ2	G2 M-phase specific E3 ubiquitin protein ligase	ENSP00000206595	GB19904-PA
ENOG410V47B	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	ENSP00000355377, ENSP00000235835	GB10962-PA
ENOG410V47G	Tweety homolog	ENSP00000269346, ENSP00000258796	GB10342-PA
ENOG410V47X	zinc finger, FYVE domain containing 28	ENSP00000290974	GB15077-PA
ENOG410V47S	ubiquitin carboxyl-terminal hydrolase	ENSP00000356425	GB10461-PA
ENOG410V470	NOP9 nucleolar protein homolog (yeast)	ENSP00000267425	GB16103-PA
ENOG410V8Z1	vacuolar protein sorting 16 homolog (S. cerevisiae)	ENSP00000369810	GB10207-PA
ENOG410V8Z3	DNA-binding protein involved in single-strand DNA break repair, double-strand DNA break repair and base excision repair. Resolves abortive DNA ligation intermediates formed either at base excision sites, or when DNA ligases attempt to repair non- ligatable breaks induced by reactive oxygen species. Catalyzes the release of adenylate groups covalently linked to 5'-phosphate termini, resulting in the production of 5'-phosphate termini that can be efficiently rejoined	ENSP00000369141	GB14401-PA
ENOG410V8Z6	Cell cycle associated protein 1	ENSP00000340329, ENSP00000298892	GB18439-PA
ENOG410V8ZI	Ataxin 3	ENSP00000376965, ENSP00000369996	GB19285-PA
ENOG410V8ZH	calcium and integrin binding 1 (calmyrin)	ENSP00000333873	GB13287-PA
ENOG410V8ZK	RAB21, member RAS oncogene family	ENSP00000261263	GB13478-PA
ENOG410V8ZA	Zinc finger CCCH-type with G patch	ENSP00000332013	GB14421-PA
ENOG410V8ZE	phosphoserine aminotransferase	ENSP00000365773	GB19078-PA
ENOG410V8ZG	Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)	ENSP00000282050	GB14791-PA
ENOG410V8ZF	Protein kinase, cAMP-dependent, catalytic	ENSP00000309591, ENSP00000359719, ENSP00000262848	GB17175-PA, GB14368-PA, GB16164-PA
ENOG410V8ZZ	Zinc finger protein 330	ENSP00000262990	GB15470-PA
ENOG410V8ZQ	YME1-like 1 (S. cerevisiae)	ENSP00000318480	GB19161-PA
ENOG410V8ZR	Zinc finger, DHHC-type containing	ENSP00000403397, ENSP00000400113	GB17410-PA
ENOG410V5Y2	Nucleolar protein family 6 (RNA-associated)	ENSP00000297990	GB10164-PA
ENOG410V5YC	defective in sister chromatid cohesion 1 homolog (S. cerevisiae)	ENSP00000322180	GB17437-PA
ENOG410V5YB	Phosphatidate cytidylyltransferase	ENSP00000419879, ENSP00000295887	GB15128-PA
ENOG410V6TI	SHC (Src homology 2 domain containing)	ENSP00000264554, ENSP00000401303, ENSP00000329668, ENSP00000364995	GB18039-PA
ENOG410V6TB	RAD1 homolog (S. pombe)	ENSP00000340879	GB15751-PA
ENOG410V6T9	Nucleoporin 153kDa	ENSP00000262077	GB11623-PA
ENOG410V6T8	WAS protein family homolog	ENSP00000317542, ENSP00000352498	GB19140-PA
ENOG410V6T1	Nucleoporin 54kDa	ENSP00000264883	GB10112-PA
ENOG410V5YY	Zinc finger protein	ENSP00000262383, ENSP00000354794	GB16509-PA
ENOG410VBG1	Acetylcholine Receptor	ENSP00000299847, ENSP00000407546	GB17000-PA, GB19257-PA
ENOG410VBGB	Fas associated factor family member 2	ENSP00000261942	GB12706-PA
ENOG410VBGC	HUS1 checkpoint homolog (S. pombe)	ENSP00000258774	GB15507-PA
ENOG410VBGD	Acid phosphatase-like 2	ENSP00000286353	GB12908-PA
ENOG410VBGH	Cell division cycle 27 homolog (S. cerevisiae)	ENSP00000434614	GB16427-PA
ENOG410VBGK	mpv17-like protein-like	ENSP00000379669	GB17105-PA
ENOG410VBGP	chromosome 2 open reading frame 43	ENSP00000237822	GB10636-PA
ENOG410VBGR	Rab interacting lysosomal protein-like 1	ENSP00000366070	GB10813-PA
ENOG410VBGT	leucine zipper and CTNNBIP1 domain containing	ENSP00000366418	GB10797-PA
ENOG410V8G9	ubiquitin-conjugating enzyme	ENSP00000265339, ENSP00000360613	GB11856-PA
ENOG410V8G3	X-ray repair complementing defective repair in Chinese hamster cells 1	ENSP00000262887	GB15929-PA
ENOG410V8GG	BTB POZ domain containing	ENSP00000410157, ENSP00000280758	GB17271-PA
ENOG410V8GX	Exchanges the guanine residue with 7-aminomethyl-7- deazaguanine in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). After this exchange, a cyclopentendiol moiety is attached to the 7-aminomethyl group of 7-deazaguanine, resulting in the hypermodified nucleoside queuosine (Q) (7-(((4,5-cis- dihydroxy-2-cyclopenten-1-yl)amino)methyl)-7-deazaguanosine) (By similarity)	ENSP00000250237	GB16267-PA
ENOG410V8GW	thioredoxin domain containing 11	ENSP00000283033	GB18852-PA
ENOG410V8GQ	RUN and SH3 domain containing 2	ENSP00000355177	GB10257-PA
ENOG410VARA	Coiled-coil domain containing 147	ENSP00000358718	GB14268-PA
ENOG410VARR	beclin 1, autophagy related	ENSP00000355231	GB14875-PA
ENOG410VARY	FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae)	ENSP00000230124	GB10986-PA
ENOG410WGVT	WD repeat domain 13	ENSP00000218056, ENSP00000470871	GB12430-PA
ENOG410WGVQ	Nucleoporin 37kDa	ENSP00000251074	GB10934-PA
ENOG410WGVR	Autophagy beclin-1 regulator 1	ENSP00000318313	GB18974-PA
ENOG410VHH6	Baculoviral IAP repeat containing 5	ENSP00000301633	GB15066-PA
ENOG410VHH5	chromosome 19 open reading frame 43	ENSP00000242784	GB14814-PA
ENOG410VHH1	yippee-like 5 (Drosophila)	ENSP00000261353	GB15708-PA
ENOG410VHH9	Zinc finger protein 593	ENSP00000363384	GB13009-PA
ENOG410VHHW	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	ENSP00000215956	GB15072-PA
ENOG410VHHT	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors	ENSP00000225728	GB18753-PA
ENOG410VHHS	nudix (nucleoside diphosphate linked moiety X)-type motif 2	ENSP00000338397	GB12593-PA
ENOG410VHHR	ribosomal protein S27A	ENSP00000272317	GB11227-PA
ENOG410VHHP	SAYSVFN motif domain containing 1	ENSP00000229903	GB13259-PA
ENOG410VHHZ	ribosomal protein L32'	ENSP00000380156	GB10903-PA
ENOG410VHHG	LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)	ENSP00000310596	GB17800-PA
ENOG410VHHB	those in tissues and body fluids are associated with the monocyte- macrophage system and enhance the activity of immunoagents	ENSP00000261267	GB10231-PA, GB15106-PA
ENOG410V8G6	Intraflagellar transport 52 homolog (Chlamydomonas)	ENSP00000362121	GB15802-PA
ENOG410V8G7	CCCTC-binding factor (zinc finger	ENSP00000264010, ENSP00000243914	GB12109-PA
ENOG410V8G4	Lim domain binding	ENSP00000392466, ENSP00000306772	GB14041-PA, GB30238-PA, GB30239-PA
ENOG410V8G2	ribosomal protein L20	ENSP00000341082	GB11850-PA
ENOG410V8G0	calpain 7	ENSP00000253693	GB19619-PA
ENOG410V8GN	solute carrier family 25 member 46	ENSP00000348211	GB10690-PA
ENOG410V8GC	ARV1 homolog (S. cerevisiae)	ENSP00000312458	GB14924-PA
ENOG410V8GZ	Neurexin	ENSP00000385142, ENSP00000265459, ENSP00000338349	GB13455-PA
ENOG410V8GR	cytochrome P450	ENSP00000368079, ENSP00000221307, ENSP00000248041, ENSP00000360958, ENSP00000321821, ENSP00000334246, ENSP00000221700, ENSP00000269703, ENSP00000360968, ENSP00000360991, ENSP00000311095	GB10905-PA, GB18743-PA, GB30317-PA, GB11973-PA
ENOG410V8GS	ATPase, H transporting, lysosomal V0 subunit	ENSP00000264649, ENSP00000253856	GB15121-PA, GB11840-PA
ENOG410VIZT	Chromosome 7 open reading frame 50	ENSP00000350011	GB12629-PA
ENOG410V5C5	Midnolin	ENSP00000300952	GB18112-PA
ENOG410VHEC	Heat-responsive protein 12	ENSP00000254878	GB17959-PA
ENOG410V5CD	Glutamate receptor, ionotropic	ENSP00000397026, ENSP00000382791, ENSP00000264426, ENSP00000362183, ENSP00000282499, ENSP00000285900, ENSP00000264357	GB17796-PA, GB16572-PA, GB14352-PA, GB14320-PA, GB17657-PA, GB11443-PA
ENOG410V5CB	small optic lobes homolog (Drosophila)	ENSP00000219611	GB14881-PA
ENOG410VHE9	serine arginine-rich splicing factor	ENSP00000325905	GB10909-PA
ENOG410WGC6	WD repeat domain 77	ENSP00000235090	GB14304-PA
ENOG410V7KI	ADP-ribosylation factor GTPase activating protein	ENSP00000263245, ENSP00000434442	GB13220-PA
ENOG410V7KK	MAD2 mitotic arrest deficient-like 1 (Yeast)	ENSP00000296509	GB12183-PA
ENOG410V7KM	Zinc finger, DHHC-type containing	ENSP00000363257, ENSP00000352821, ENSP00000349689	GB10251-PA
ENOG410V7KE	Glyceraldehyde-3-phosphate dehydrogenase	ENSP00000222286, ENSP00000229239	GB14798-PA
ENOG410V7KD	Farnesyl diphosphate synthase	ENSP00000349078, ENSP00000357336	GB11866-PA, GB10756-PA, GB12859-PA, GB12385-PA
ENOG410V7KF	guanine nucleotide exchange factor	ENSP00000359073, ENSP00000472929, ENSP00000360916	GB13170-PA
ENOG410V7KY	RAB3A interacting protein	ENSP00000447300, ENSP00000378313	GB14997-PA
ENOG410V7KQ	Leucine rich repeat containing 28	ENSP00000304923	GB18018-PA
ENOG410V7KT	viral oncogene homolog	ENSP00000288602, ENSP00000251849, ENSP00000366244	GB16508-PA
ENOG410V7KV	ATP GTP binding protein-like 4	ENSP00000360905	GB15473-PA
ENOG410V7K9	SNF related kinase	ENSP00000296088	GB19344-PA
ENOG410V7K8	eukaryotic translation initiation factor 2D	ENSP00000463712, ENSP00000271764	GB10950-PA
ENOG410V7K5	Myotubularin related protein	ENSP00000371577, ENSP00000402537	GB13820-PA
ENOG410V7K4	Salvador homolog 1 (Drosophila)	ENSP00000324729	GB13186-PA
ENOG410VCP4	RNA binding motif protein 34	ENSP00000386226	GB16757-PA
ENOG410VCP1	Leukocyte receptor cluster (LRC) member 1	ENSP00000472486, ENSP00000222224, ENSP00000461644, ENSP00000472997, ENSP00000459276, ENSP00000470904, ENSP00000472340, ENSP00000471043, ENSP00000460529	GB13511-PA
ENOG410VCPI	ribosomal protein L6	ENSP00000202773	GB16628-PA
ENOG410VHUQ	ribosomal protein, S18C	ENSP00000295491	GB17715-PA
ENOG410WFCB	Uridine-cytidine kinase	ENSP00000356853, ENSP00000361289	GB15977-PA
ENOG410WFCS	Mbt domain containing 1	ENSP00000403946	GB16496-PA
ENOG410WFCR	Scm-like with four mbt domains	ENSP00000355109	GB19281-PA
ENOG410WFCT	sex comb on	ENSP00000318094, ENSP00000251900	GB13818-PA
ENOG410V5FQ	Cytoplasmic polyadenylation element binding protein	ENSP00000265085, ENSP00000443985, ENSP00000265997	GB15835-PA
ENOG410V5FM	motile sperm domain containing 2	ENSP00000369860	GB18553-PA
ENOG410V5FI	polyposis coli	ENSP00000257430, ENSP00000233607	GB17140-PA
