#ortholog	function	species_a	species_b
ENOG410V7GM	Citron (Rho-interacting, serine threonine kinase 21)	ENSPTRP00000009370	GB10212-PA
ENOG410V7GJ	Zinc finger, DHHC-type containing	ENSPTRP00000034266, ENSPTRP00000009711, ENSPTRP00000037907	GB13100-PA, GB30313-PA
ENOG410V7GD	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	ENSPTRP00000007198	GB17160-PA
ENOG410VMS5	processing of precursor 7, ribonuclease P MRP subunit (S. cerevisiae)	ENSPTRP00000033389	GB19784-PA
ENOG410V6G5	methyltransferase like 1	ENSPTRP00000008761	GB15383-PA
ENOG410V6G9	t-box transcription factor	ENSPTRP00000016104, ENSPTRP00000016106, ENSPTRP00000042117	GB15082-PA
ENOG410V6GF	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	ENSPTRP00000033429	GB19243-PA
ENOG410V6GC	ATPase CA transporting cardiac muscle	ENSPTRP00000013574, ENSPTRP00000043355, ENSPTRP00000009231	GB17876-PA
ENOG410V6GN	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	ENSPTRP00000048366	GB17439-PA
ENOG410V6GH	gametogenetin binding protein 2	ENSPTRP00000015425	GB17930-PA
ENOG410V6GI	DAZ associated protein 1	ENSPTRP00000049161	GB14789-PA
ENOG410V6GK	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)	ENSPTRP00000022120, ENSPTRP00000021312, ENSPTRP00000008376, ENSPTRP00000008374, ENSPTRP00000009674	GB10009-PB, GB19857-PA, GB10514-PA
ENOG410V6GT	Anoctamin	ENSPTRP00000018205, ENSPTRP00000025530	GB16333-PA
ENOG410V6GS	SID1 transmembrane family member	ENSPTRP00000007409, ENSPTRP00000026274	GB14331-PA
ENOG410V6GX	aldehyde dehydrogenase 6 family, member A1	ENSPTRP00000011082	GB15807-PA
ENOG410V6GZ	formin homology 2 domain containing	ENSPTRP00000044477, ENSPTRP00000053492	GB13180-PA
ENOG410VFEI	Prostaglandin E synthase 3 (Cytosolic)	ENSPTRP00000008687	GB11923-PA
ENOG410VBZ9	RNA binding motif protein 22	ENSPTRP00000029773	GB18144-PA
ENOG410VBZ2	acylglycerol kinase	ENSPTRP00000041366	GB20111-PA
ENOG410VBZ7	Cytidine monophosphate (UMP-CMP) kinase 1, cytosolic	ENSPTRP00000001232	GB14339-PA
ENOG410VBZ5	prostaglandin reductase 1	ENSPTRP00000060641	GB17125-PA
ENOG410VBZS	Leucine rich repeat containing 34	ENSPTRP00000026855	GB14878-PA
ENOG410VBZW	autocrine motility factor receptor, E3 ubiquitin protein ligase	ENSPTRP00000013875	GB14616-PA
ENOG410VBZC	N-ethylmaleimide-sensitive factor attachment protein gamma	ENSPTRP00000016784	GB16415-PA
ENOG410VBZE	Adenylate kinase 3	ENSPTRP00000035487	GB15333-PA
ENOG410V56M	Ribosomal protein	ENSPTRP00000048997, ENSPTRP00000010698	GB14595-PA
ENOG410V56J	Achalasia, adrenocortical insufficiency, alacrimia	ENSPTRP00000008533	GB14134-PA, GB30372-PA
ENOG410V56K	Ribonuclease P MRP 30kDa subunit	ENSPTRP00000050528	GB15515-PA
ENOG410V56B	TBC1 domain family member	ENSPTRP00000059235	GB15205-PA
ENOG410V56X	lipase, family member	ENSPTRP00000004751, ENSPTRP00000004776, ENSPTRP00000050555, ENSPTRP00000004754, ENSPTRP00000050556	GB17745-PA, GB10537-PA
ENOG410V56S	gelsolin	ENSPTRP00000008768, ENSPTRP00000022084, ENSPTRP00000036423, ENSPTRP00000032361	GB17898-PA
ENOG410V8RC	Gonadotropin-releasing hormone receptor	ENSPTRP00000027689, ENSPTRP00000002048	GB16857-PA
ENOG410V8RD	Inhibitor of growth family, member	ENSPTRP00000010265, ENSPTRP00000028526	GB17402-PA
ENOG410V8RQ	ELOVL fatty acid elongase 4	ENSPTRP00000031398	GB11136-PA
ENOG410V8RP	Actin-related protein 10 homolog (S. cerevisiae)	ENSPTRP00000010839	GB12389-PA
ENOG410V8RS	transmembrane protein 161B	ENSPTRP00000048870, ENSPTRP00000029207	GB10052-PA
ENOG410V8RR	Baculoviral IAP	ENSPTRP00000007250, ENSPTRP00000007251, ENSPTRP00000038304	GB17129-PA, GB11057-PA, GB12440-PA
ENOG410V8RW	Pyruvate dehydrogenase kinase, isozyme	ENSPTRP00000021603, ENSPTRP00000015943, ENSPTRP00000037297, ENSPTRP00000033224	GB12360-PA
ENOG410V8R1	RNA binding motif protein	ENSPTRP00000006779, ENSPTRP00000006780	GB13251-PA
ENOG410V8R3	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	ENSPTRP00000011176	GB14545-PA
ENOG410V8R2	zinc finger, CCHC domain containing 24	ENSPTRP00000004648	GB18745-PA
ENOG410V8R7	SECIS binding protein	ENSPTRP00000036055, ENSPTRP00000051505	GB17685-PA
ENOG410V8R8	kiaa1432	ENSPTRP00000049485	GB15773-PA
ENOG410VF1Q	FERM domain containing	ENSPTRP00000056632, ENSPTRP00000003905	GB12166-PA
ENOG410VF1Y	SUZ RNA binding domain containing 1	ENSPTRP00000000407	GB11242-PA
ENOG410V953	AVL9 homolog (S. cerevisiase)	ENSPTRP00000032569	GB13696-PA
ENOG410V956	PHD finger protein 14	ENSPTRP00000057508	GB12845-PA
ENOG410V95A	ubiquitin-conjugating enzyme	ENSPTRP00000027533	GB18000-PA
ENOG410V95G	40S ribosomal protein S3a	ENSPTRP00000058423	GB16500-PA
ENOG410V5QI	protein phosphatase, Mg2 Mn2 dependent, 1G	ENSPTRP00000020214	GB19473-PA
ENOG410WIDK	Phospholipase B1	ENSPTRP00000020244	GB19107-PA, GB10753-PA, GB14550-PA, GB17646-PA, GB15964-PA
ENOG410WJGP	Dehydrogenase reductase SDR family member	ENSPTRP00000010870	GB16980-PA
ENOG410V5FY	Chaperonin containing TCP1, subunit 2 (Beta)	ENSPTRP00000008847	GB10699-PA
ENOG410V8CE	Lysophospholipase	ENSPTRP00000052687	GB13556-PA
ENOG410WFT3	ankyrin repeat domain 40	ENSPTRP00000015983	GB12328-PA
ENOG410WFT0	serine threonine-protein phosphatase	ENSPTRP00000009252	GB18815-PA, GB17612-PA
ENOG410VBT9	heat shock transcription factor	ENSPTRP00000014029, ENSPTRP00000031689	GB13400-PA
ENOG410VBT5	Coenzyme Q7 homolog, ubiquinone (Yeast)	ENSPTRP00000013359	GB13319-PA
ENOG410VBTK	tRNA methyltransferase 44 homolog (S. cerevisiae)	ENSPTRP00000058770	GB19205-PA
ENOG410VIB4	ATPase, H transporting, lysosomal 13kDa, V1 subunit G1	ENSPTRP00000036372	GB13499-PA
ENOG410VIB1	INTS3 and NABP interacting protein	ENSPTRP00000043913	GB17966-PA
ENOG410VIB3	ribosomal protein L35A	ENSPTRP00000027186	GB12441-PA
ENOG410VIBZ	TFIIA is a component of the transcription machinery of RNA polymerase II and plays an important role in transcriptional activation (By similarity)	ENSPTRP00000012186	GB17295-PA
ENOG410VIBD	DNA-directed RNA polymerase II subunit	ENSPTRP00000047734, ENSPTRP00000032677	GB11510-PA
ENOG410VIBE	Transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	ENSPTRP00000013091, ENSPTRP00000060850	GB10173-PA
ENOG410V7C3	tumor suppressor candidate 3	ENSPTRP00000059071, ENSPTRP00000037920	GB12640-PA
ENOG410V7C4	armadillo repeat containing 6	ENSPTRP00000018305	GB15448-PA
ENOG410V7C7	Tyrosylprotein sulfotransferase	ENSPTRP00000032891, ENSPTRP00000024444	GB17023-PA
ENOG410V7C9	G- protein-coupled receptor	ENSPTRP00000048796, ENSPTRP00000017650	GB17313-PA
ENOG410V7C8	arginase	ENSPTRP00000010966, ENSPTRP00000031753	GB18459-PA
ENOG410V7CE	NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)	ENSPTRP00000045313	GB11638-PA
ENOG410V7CG	F-box protein 22	ENSPTRP00000012503	GB10273-PA
ENOG410V7CH	Neurochondrin	ENSPTRP00000044614	GB14786-PA
ENOG410V7CK	DENN MADD domain containing	ENSPTRP00000005843, ENSPTRP00000005844	GB16813-PA
ENOG410V7CJ	Tyrosyl-DNA phosphodiesterase 1	ENSPTRP00000011271	GB19412-PA
ENOG410V7CN	NOP2 Sun RNA methyltransferase family, member 2	ENSPTRP00000045721	GB12100-PA
ENOG410V7CP	Mitochondrial ribosomal protein S28	ENSPTRP00000034844	GB13641-PA
ENOG410V7CS	serine incorporator	ENSPTRP00000031691, ENSPTRP00000000800, ENSPTRP00000023229	GB11692-PA
ENOG410V7CR	F-box protein 11	ENSPTRP00000020437	GB17843-PA
ENOG410V7CU	Ras responsive element binding protein 1	ENSPTRP00000050621	GB18410-PA
ENOG410V7CW	Clathrin, heavy	ENSPTRP00000039324, ENSPTRP00000024207	GB19359-PA
ENOG410V7CX	Chromosome 5 open reading frame 28	ENSPTRP00000028870	GB19610-PA
ENOG410V7CZ	Component of oligomeric Golgi complex 6	ENSPTRP00000009885	GB17425-PA
ENOG410VCXF	sushi domain containing 2	ENSPTRP00000049798	GB18077-PA, GB11499-PA
ENOG410VCXB	Protein kinase, cAMP-dependent, regulatory, type II	ENSPTRP00000025724, ENSPTRP00000060003	GB14637-PA
ENOG410VCXH	HD domain containing 3	ENSPTRP00000012759	GB16273-PA
ENOG410VCXJ	ribonuclease P MRP 25kDa subunit-like	ENSPTRP00000035719	GB14363-PA
ENOG410VCXT	metallo-beta-lactamase domain containing 1	ENSPTRP00000055376	GB19536-PA
ENOG410VCX6	Transcription factor	ENSPTRP00000049045	GB16785-PA
ENOG410VCX7	Surfeit 6	ENSPTRP00000036818	GB19274-PA
ENOG410VCX1	Lipoma HMGIC fusion	ENSPTRP00000038205, ENSPTRP00000009884	GB13500-PA
ENOG410VCX8	E3 ubiquitin- protein ligase	ENSPTRP00000013697, ENSPTRP00000036236	GB17534-PA
ENOG410VA0W	Traf interacting protein	ENSPTRP00000025783	GB14544-PA, GB10723-PA
ENOG410VA0P	3-hydroxymethyl-3-methylglutaryl-CoA lyase	ENSPTRP00000000589, ENSPTRP00000055570	GB18444-PA
ENOG410VA0M	ketohexokinase (fructokinase)	ENSPTRP00000020187	GB14491-PA
ENOG410VA0B	Golgi-associated, gamma adaptin ear containing, ARF binding protein	ENSPTRP00000016376, ENSPTRP00000013464	GB10396-PA
ENOG410V4C7	Family with sequence similarity 173, member B	ENSPTRP00000028694	GB19840-PA
ENOG410V4C4	chromosome 1 open reading frame 27	ENSPTRP00000002986	GB11496-PA
ENOG410V4C5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	ENSPTRP00000015441	GB16950-PA
ENOG410V4C2	ATP-binding cassette, sub-family D (ALD), member	ENSPTRP00000001681, ENSPTRP00000008247	GB16302-PA, GB16336-PA
ENOG410V4C3	asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae)	ENSPTRP00000007342	GB11455-PA
ENOG410V4C9	Solute carrier family 46, member 3	ENSPTRP00000009781	GB13396-PA
ENOG410V4CT	SMAD family member	ENSPTRP00000017009, ENSPTRP00000012319, ENSPTRP00000057678, ENSPTRP00000028297	GB11582-PA, GB19607-PA
ENOG410V4CU	5-formyltetrahydrofolate cyclo-ligase	ENSPTRP00000012576	GB16714-PA
ENOG410V4CZ	Mortality factor	ENSPTRP00000042777, ENSPTRP00000051331	GB17999-PA
ENOG410V4CA	structural maintenance of chromosomes 5	ENSPTRP00000042849	GB18126-PA
ENOG410V4CM	hexokinase	ENSPTRP00000004445, ENSPTRP00000043519, ENSPTRP00000020771, ENSPTRP00000030009, ENSPTRP00000004454	GB19701-PA, GB19387-PA
ENOG410V9EI	Cyclin m2	ENSPTRP00000020980, ENSPTRP00000005116	GB16205-PA
ENOG410V9EH	Basonuclin	ENSPTRP00000012628, ENSPTRP00000049433	GB14651-PA
ENOG410V9EN	suppressor of Ty 16 homolog (S. cerevisiae)	ENSPTRP00000010390	GB13130-PA
ENOG410V9EE	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	ENSPTRP00000034348	GB14625-PA
ENOG410V9ED	Serine threonine kinase	ENSPTRP00000046906, ENSPTRP00000053410, ENSPTRP00000038373	GB10792-PA
ENOG410V9EG	tubulointerstitial nephritis	ENSPTRP00000052583, ENSPTRP00000049961	GB10758-PA
ENOG410V9EY	vacuolar protein sorting 37 homolog A (S. cerevisiae)	ENSPTRP00000034271	GB15764-PA
ENOG410V9EZ	LSM14A, SCD6 homolog A (S. cerevisiae)	ENSPTRP00000023567, ENSPTRP00000018507	GB13519-PA
ENOG410V9ET	coenzyme Q9 homolog (S. cerevisiae)	ENSPTRP00000013924	GB17290-PA
ENOG410V9EW	MAF1 homolog (S. cerevisiae)	ENSPTRP00000035375	GB10178-PA
ENOG410V9EV	ATPase type 13A1	ENSPTRP00000018331	GB19271-PA
ENOG410V9E3	Ring finger protein	ENSPTRP00000030755, ENSPTRP00000024567	GB10028-PA
ENOG410V9E4	SCY1-like 1 (S. cerevisiae)	ENSPTRP00000006686	GB11647-PA
ENOG410V9E7	TBC1 domain containing kinase	ENSPTRP00000028080	GB10462-PA
ENOG410WHFJ	RING finger and SPRY domain containing 1	ENSPTRP00000013916	GB12120-PA
ENOG410WHF8	FGGY carbohydrate kinase domain containing	ENSPTRP00000001369	GB11286-PA
ENOG410VEF5	Activating transcription factor 4 (Tax-responsive enhancer element B67)	ENSPTRP00000024806	GB19338-PA
ENOG410VEF6	transmembrane protein 39A	ENSPTRP00000026300, ENSPTRP00000042813	GB12660-PA
ENOG410VEF0	MKI67 (FHA domain) interacting nucleolar phosphoprotein	ENSPTRP00000021260	GB14098-PA
ENOG410VEFH	asparagine-linked glycosylation 14 homolog (S. cerevisiae)	ENSPTRP00000001689	GB11813-PA
ENOG410VEFI	reticulon 4 interacting protein 1	ENSPTRP00000031531	GB19232-PA
ENOG410VEFE	Solute carrier family 31 (Copper transporters), member 1	ENSPTRP00000036336	GB19681-PA
ENOG410VEFB	family with sequence similarity 86	ENSPTRP00000048540, ENSPTRP00000026416	GB11110-PA
ENOG410V687	TBC1 domain family, member 19	ENSPTRP00000027494	GB18303-PA
ENOG410V68X	XK, Kell blood group complex subunit-related family, member	ENSPTRP00000034691, ENSPTRP00000054694	GB12905-PA, GB19767-PA, GB14879-PA
ENOG410V68W	RAP1, GTPase activating protein	ENSPTRP00000039002, ENSPTRP00000014604	GB10445-PA
ENOG410V68H	BUD13 homolog (S. cerevisiae)	ENSPTRP00000007399	GB17059-PA
ENOG410V68J	chymotrypsin-like elastase family member	ENSPTRP00000000540, ENSPTRP00000000365, ENSPTRP00000000366	GB11297-PA
ENOG410VC3N	sorting nexin	ENSPTRP00000048102, ENSPTRP00000012232	GB18337-PA
ENOG410VC3I	RNA terminal phosphate cyclase-like 1	ENSPTRP00000035488	GB12601-PA
ENOG410VC3X	phosphatidylinositol glycan anchor biosynthesis, class C	ENSPTRP00000002808	GB12062-PA
ENOG410VC34	vacuolar protein sorting 25 homolog (S. cerevisiae)	ENSPTRP00000015696	GB16268-PA
ENOG410VC30	cytoplasmic linker associated protein	ENSPTRP00000021254, ENSPTRP00000039934	GB16396-PA
ENOG410V453	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase	ENSPTRP00000014218, ENSPTRP00000060778, ENSPTRP00000060030	GB12092-PA
ENOG410VDDM	Mitochondrial poly(A) polymerase	ENSPTRP00000057782	GB14042-PA
ENOG410VDQX	Zinc finger, matrin-type 3	ENSPTRP00000026911	GB17581-PA
ENOG410VDQV	HEN1 methyltransferase homolog 1 (Arabidopsis)	ENSPTRP00000051996	GB12617-PA
ENOG410VDQW	DnaJ (Hsp40) homolog, subfamily C, member 11	ENSPTRP00000052895	GB13913-PA
ENOG410VDQN	ELOVL fatty acid elongase 3	ENSPTRP00000005085	GB12340-PA, GB12096-PA
ENOG410VDQG	TGF-beta activated kinase 1 MAP3K7 binding protein 1	ENSPTRP00000024800	GB18176-PA
ENOG410VDQ8	HMG box domain containing 4	ENSPTRP00000024618	GB19300-PA
ENOG410VDQ5	Gamma-glutamylcyclotransferase	ENSPTRP00000032534	GB18392-PA
ENOG410VJ92	glutaredoxin 5	ENSPTRP00000011409	GB18700-PA
ENOG410VJ90	Cytochrome c oxidase subunit Vib polypeptide	ENSPTRP00000018583	GB18028-PA
ENOG410VJ91	Translocase of inner mitochondrial membrane 8 homolog B (Yeast)	ENSPTRP00000007357	GB14140-PA
ENOG410V52J	coenzyme Q5 homolog, methyltransferase (S. cerevisiae)	ENSPTRP00000009396	GB18574-PA
ENOG410V7TV	YTH domain family	ENSPTRP00000023638, ENSPTRP00000000763	GB18529-PA
ENOG410V7TQ	Tropomyosin	ENSPTRP00000018161, ENSPTRP00000002318, ENSPTRP00000018158, ENSPTRP00000041452	GB10939-PA, GB19374-PA, GB30512-PC, GB17608-PA
ENOG410V7TS	Neurofibromin 2 (Merlin)	ENSPTRP00000045005, ENSPTRP00000007326, ENSPTRP00000044030	GB11282-PA, GB15815-PA
ENOG410V7T1	signal transducing adaptor molecule (SH3 domain and ITAM motif)	ENSPTRP00000049119, ENSPTRP00000003953	GB12395-PA
ENOG410VCI3	Ubiquitin family domain containing 1	ENSPTRP00000013470	GB17016-PA
ENOG410VCI0	protease, serine, 16 (thymus)	ENSPTRP00000030435	GB17481-PA, GB19831-PA
ENOG410VCIY	lin-54 homolog (C. elegans)	ENSPTRP00000027878	GB10684-PA
ENOG410VCIW	bardet-Biedl syndrome 5	ENSPTRP00000021547	GB17090-PA
ENOG410V9XN	Nucleolar protein 11	ENSPTRP00000016249	GB12978-PA
ENOG410V9XM	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex	ENSPTRP00000018326	GB11683-PA
ENOG410V9XI	Glutaminyl-peptide	ENSPTRP00000020332	GB13372-PA
ENOG410V9XF	transmembrane protein 64	ENSPTRP00000034911	GB15624-PA
ENOG410V9XA	Follistatin-like	ENSPTRP00000029479, ENSPTRP00000028423	GB18393-PA
ENOG410V9XZ	CDK5 regulatory subunit associated protein 1	ENSPTRP00000022968	GB19514-PA, GB15251-PA
ENOG410V9XW	RUN domain containing 1	ENSPTRP00000040691	GB13638-PA
ENOG410V9XU	DiGeorge syndrome critical region gene 8	ENSPTRP00000024242	GB18188-PA
ENOG410V9XR	Usher syndrome 1C (autosomal recessive, severe)	ENSPTRP00000048221	GB12924-PA
ENOG410V9X8	cache domain containing 1	ENSPTRP00000001421	GB16733-PA
ENOG410V797	Protein tyrosine phosphatase non-receptor type 23	ENSPTRP00000025639	GB15646-PA, GB15714-PA
ENOG410V793	protein phosphatase, Mg2 Mn2 dependent	ENSPTRP00000024314, ENSPTRP00000042618	GB17739-PA
ENOG410V798	F-box and leucine-rich repeat protein 4	ENSPTRP00000031493	GB14438-PA
ENOG410V79E	fucosidase, alpha-L	ENSPTRP00000031865, ENSPTRP00000000591	GB17900-PA
ENOG410V79C	transmembrane 9 superfamily	ENSPTRP00000010198, ENSPTRP00000022927	GB18496-PA, GB10288-PA, GB19423-PA
ENOG410V79M	Protein kinase, AMP-activated, beta	ENSPTRP00000002072, ENSPTRP00000009369	GB13421-PA
ENOG410V79J	serine threonine-protein phosphatase	ENSPTRP00000029492	GB12046-PA, GB14863-PA
ENOG410V79I	Solute carrier family 35 (UDP-glucuronic acid UDP-N-acetylgalactosamine dual transporter), member D1	ENSPTRP00000001448, ENSPTRP00000036144	GB19692-PA
ENOG410V79R	xeroderma pigmentosum complementation group C	ENSPTRP00000051558	GB18978-PA
ENOG410V79Q	T cell activation inhibitor, mitochondrial	ENSPTRP00000025540	GB16717-PA
ENOG410V79Y	Deoxyhypusine synthase	ENSPTRP00000017988	GB18573-PA
ENOG410VAA5	KIAA0319-like	ENSPTRP00000000919, ENSPTRP00000030355	GB16216-PA
ENOG410VAAB	BarH-like homeobox	ENSPTRP00000001630, ENSPTRP00000036790	GB10569-PA, GB30426-PA
ENOG410V468	leucine rich repeat containing 48	ENSPTRP00000041711	GB14746-PA, GB12451-PA
ENOG410V465	splicing factor 1	ENSPTRP00000006630	GB19370-PA
ENOG410V464	Dihydrouridine synthase 1-like (S. cerevisiae)	ENSPTRP00000052652	GB13675-PA
ENOG410V467	mindbomb E3 ubiquitin protein ligase	ENSPTRP00000016856	GB30070-PA, GB15766-PA, GB19715-PA, GB19770-PA
ENOG410V466	ZW10, kinetochore associated, homolog (Drosophila)	ENSPTRP00000007380	GB13570-PA
ENOG410V46I	bridging integrator	ENSPTRP00000039993	GB16263-PA
ENOG410V46H	RNA 3'-terminal phosphate cyclase	ENSPTRP00000001726	GB13718-PA
ENOG410V46K	myosin light chain	ENSPTRP00000045525, ENSPTRP00000025619	GB10503-PA
ENOG410V46J	Septin 4	ENSPTRP00000054670, ENSPTRP00000045277, ENSPTRP00000013670, ENSPTRP00000016055, ENSPTRP00000049847	GB17240-PA, GB17528-PA, GB11172-PA
ENOG410V46A	Ubiquitin protein ligase E3 component n-recognin 5	ENSPTRP00000035026	GB17802-PA
ENOG410V46B	SIX homeobox	ENSPTRP00000020406, ENSPTRP00000057584	GB16761-PA
ENOG410V46G	E3 ubiquitin protein ligase	ENSPTRP00000034889, ENSPTRP00000044693, ENSPTRP00000042219	GB12906-PA
ENOG410V46Q	Methyltransferase like 3	ENSPTRP00000010396	GB10979-PA
ENOG410V46P	patatin-like phospholipase domain containing 8	ENSPTRP00000033545	GB13366-PA
ENOG410V46S	Endoplasmic reticulum lectin 1	ENSPTRP00000046905	GB13275-PA
ENOG410V49S	phosphatidylinositol glycan anchor biosynthesis, class G	ENSPTRP00000027214	GB10546-PA
ENOG410VBR0	NECAP endocytosis associated	ENSPTRP00000038902, ENSPTRP00000000409	GB14976-PA
ENOG410VBR7	COP9 (constitutive photomorphogenic) homolog, subunit 5 (Arabidopsis	ENSPTRP00000043693	GB12145-PA
ENOG410VBR5	Cyclin B3	ENSPTRP00000037608	GB16395-PA
ENOG410VBRC	tumor protein p53 inducible nuclear protein 2	ENSPTRP00000023014	GB16701-PA
ENOG410V5G3	Cadherins are calcium dependent cell adhesion proteins (By similarity)	ENSPTRP00000005777, ENSPTRP00000040827, ENSPTRP00000059463, ENSPTRP00000029788, ENSPTRP00000028585, ENSPTRP00000028383, ENSPTRP00000028382, ENSPTRP00000056809	GB17989-PA, GB13293-PA, GB18254-PA, GB16221-PA, GB17702-PA, GB19848-PA, GB11556-PA, GB16822-PA, GB10152-PA, GB30199-PA, GB12853-PA
ENOG410V5G0	inositol-trisphosphate 3-kinase	ENSPTRP00000003459, ENSPTRP00000018884, ENSPTRP00000011850	GB30358-PA, GB10907-PA, GB16667-PA
ENOG410V5G9	Rho guanine nucleotide exchange factor (GEF)	ENSPTRP00000022308, ENSPTRP00000045864, ENSPTRP00000000403, ENSPTRP00000045653, ENSPTRP00000033951, ENSPTRP00000000107	GB10574-PA
ENOG410V5G8	listerin E3 ubiquitin protein ligase 1	ENSPTRP00000023806	GB15271-PA
ENOG410V5GP	RNA binding motif protein	ENSPTRP00000004324, ENSPTRP00000027544, ENSPTRP00000028392, ENSPTRP00000039048, ENSPTRP00000000569	GB19429-PA, GB12699-PA
ENOG410V5GV	Glycerol kinase	ENSPTRP00000040915, ENSPTRP00000060181	GB18572-PA, GB13023-PA, GB15200-PA
ENOG410V5GZ	solute carrier family 29 (nucleoside transporters), member	ENSPTRP00000043402, ENSPTRP00000050055, ENSPTRP00000039989	GB17929-PA, GB10279-PA
ENOG410V5GX	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor	ENSPTRP00000033329	GB15269-PA
ENOG410V5GA	ring finger and CCCH-type domains	ENSPTRP00000002831, ENSPTRP00000036461	GB10768-PA
ENOG410V5GF	solute carrier family 36 (proton amino acid symporter), member	ENSPTRP00000029785, ENSPTRP00000007175, ENSPTRP00000029786, ENSPTRP00000047897	GB13492-PA, GB17185-PA, GB17013-PA
ENOG410VAHT	ubiquitously-expressed, prefoldin-like chaperone	ENSPTRP00000037520	GB13394-PA
ENOG410VAHU	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	ENSPTRP00000033321	GB19321-PA
ENOG410VAHG	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase IMP cyclohydrolase	ENSPTRP00000041425	GB14677-PA
ENOG410VAHI	Hermansky-Pudlak Syndrome 4	ENSPTRP00000024439	GB16156-PA
ENOG410VAH2	Intracisternal A particle-promoted polypeptide	ENSPTRP00000042678	GB19993-PA
ENOG410VAH3	CCR4-NOT transcription complex subunit	ENSPTRP00000030128, ENSPTRP00000027832	GB14497-PA
ENOG410VAH0	Twist neighbor	ENSPTRP00000032393	GB13574-PA
ENOG410VAH9	endoplasmic reticulum protein 44	ENSPTRP00000036210	GB19276-PA
ENOG410V67C	Exocyst complex component	ENSPTRP00000040835, ENSPTRP00000020683	GB13729-PA
ENOG410V4K9	ornithine aminotransferase	ENSPTRP00000005344	GB15171-PA, GB12326-PA
ENOG410V4KH	Mannosidase, beta A, lysosomal	ENSPTRP00000028038	GB20027-PA
ENOG410V7M3	Heat shock 70kDa protein 9 (mortalin)	ENSPTRP00000029565	GB19860-PA
ENOG410V7M6	paired-like homeodomain	ENSPTRP00000028118, ENSPTRP00000029514, ENSPTRP00000005086	GB15295-PA
ENOG410V7TT	Saccharopine dehydrogenase	ENSPTRP00000003706	GB17377-PA
ENOG410V7TW	Acidic repeat containing	ENSPTRP00000037858	GB18389-PA
ENOG410V7TD	adenylosuccinate lyase	ENSPTRP00000024821	GB14254-PA
ENOG410V7TB	NDC80 kinetochore complex component, homolog (S. cerevisiae)	ENSPTRP00000016733	GB11171-PA
ENOG410VFJR	coiled-coil domain containing 124	ENSPTRP00000018239	GB15695-PA
ENOG410VFJP	visual system homeobox	ENSPTRP00000011084	GB19883-PA
ENOG410WI6I	Collagen type IX alpha 1	ENSPTRP00000044950	GB11375-PA
ENOG410VC28	suppressor of var1, 3-like 1 (S. cerevisiae)	ENSPTRP00000004438	GB12042-PA
ENOG410VC2E	RAD50 homolog (S. cerevisiae)	ENSPTRP00000029462	GB15340-PA
ENOG410VC2P	Ribosomal protein S16	ENSPTRP00000018806	GB10669-PA
ENOG410VKB8	translocase of inner mitochondrial membrane 10 homolog (yeast)	ENSPTRP00000006321	GB14937-PA
ENOG410VKBZ	mitochondrial inner membrane organizing system 1	ENSPTRP00000000472	GB14484-PA
ENOG410V523	DnaJ (Hsp40) homolog, subfamily C, member 17	ENSPTRP00000011829	GB11895-PA
ENOG410V52Q	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	ENSPTRP00000005965	GB12418-PA
ENOG410V52S	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	ENSPTRP00000029849	GB12356-PA
ENOG410V52U	Lipase, hormone-sensitive	ENSPTRP00000018990	GB17559-PA
ENOG410V52D	Diphosphoinositol pentakisphosphate kinase	ENSPTRP00000040751, ENSPTRP00000029294	GB19480-PA
ENOG410V52H	dipeptidylpeptidase	ENSPTRP00000021496, ENSPTRP00000041681, ENSPTRP00000021217, ENSPTRP00000058036	GB10067-PA, GB11365-PA, GB10286-PA, GB14496-PA
ENOG410V52I	timeless homolog (Drosophila)	ENSPTRP00000042163	GB30213-PA, GB13318-PA
ENOG410VJQN	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors	ENSPTRP00000014688	GB13317-PA
ENOG410V9FG	GCN1 general control of amino-acid synthesis 1-like 1 (Yeast)	ENSPTRP00000009376	GB17415-PA
